DAY|TIME PLAYED|SONG TITLE|SONG ARTIST
2024-09-07|04:39|AO TEU OUVIDO|BUBA ESPINHO, BÁRBARA TINOCO
2024-09-07|04:36|CLOSE TO YOU|GRACIE ABRAMS
2024-09-07|04:32|I SEE FIRE|ED SHEERAN
2024-09-07|04:29|DIA DE FOLGA|ANA MOURA
2024-09-07|04:25|EASY ON ME|ADELE
2024-09-07|04:21|IN YOUR EYES|THE WEEKND
2024-09-07|04:18|APNEIA|TATIANA DUARTE
2024-09-07|04:15|ILLUSION|DUA LIPA
2024-09-07|04:11|SOMEBODY SAVE ME|EMINEM, JELLY ROLL
2024-09-07|04:08|EVEN|RICHIE CAMPBELL, VAN ZEE
2024-09-07|04:06|ARE YOU WITH ME|LOST FREQUENCIES
2024-09-07|04:02|AMIGOS|PABLO ALBORÁN, MARIA BECERRA
2024-09-07|03:59|CANDY SHOP|50 CENT, OLIVIA
2024-09-07|03:56|STRONG|MINA OKABE
2024-09-07|03:53|FAZ BEM|BLUAY, JULINHO KSD
2024-09-07|03:50|STARGAZING|MYLES SMITH
2024-09-07|03:46|NOITE|IVANDRO, VITOR KLEY
2024-09-07|03:42|LOVE ME LIKE YOU DO|ELLIE GOULDING
2024-09-07|03:38|DEVIA IR (VERSÃO DA BÁRBARA)|BÁRBARA TINOCO
2024-09-07|03:35|SI ANTES TE HUBIERA CONOCIDO|KAROL G
2024-09-07|03:30|FONES NOS OUVIDOS|NENA [PT]
2024-09-07|03:27|WE FOUND LOVE|RIHANNA, CALVIN HARRIS
2024-09-07|03:24|FOUND YOU FIRST|ALEC BENJAMIN
2024-09-07|03:21|WHAT WAS I MADE FOR?|BILLIE EILISH
2024-09-07|03:17|A NOITE|STEREOSSAURO, MARISA LIZ, CARLÃO
2024-09-07|03:14|STICK SEASON|NOAH KAHAN
2024-09-07|03:11|DOG DAYS ARE OVER|FLORENCE AND THE MACHINE
2024-09-07|03:07|CASA|FERNANDO DANIEL
2024-09-07|03:04|BLANK SPACE (TAYLOR'S VERSION)|TAYLOR SWIFT
2024-09-07|03:01|BEAUTIFUL THINGS|BENSON BOONE
2024-09-07|02:56|TE AMO|CALEMA
2024-09-07|02:53|TOO SWEET|HOZIER
2024-09-07|02:49|ELA NÃO SABE, POIS NÃO?|BÁRBARA TINOCO
2024-09-07|02:46|NATURAL|IMAGINE DRAGONS
2024-09-07|02:42|NA ESCOLA|OS QUATRO E MEIA
2024-09-07|02:38|GOOD LUCK, BABE!|CHAPPELL ROAN
2024-09-07|02:34|MAGIC|COLDPLAY
2024-09-07|02:30|EU NÃO SEI|EXPENSIVE SOUL
2024-09-07|02:27|MON AMOUR [REMIX]|ZZOILO, AITANA
2024-09-07|02:23|PHOTOGRAPH|ED SHEERAN
2024-09-07|02:20|CONTRA PROBABILIDADES|BISPO, JULINHO KSD
2024-09-07|02:17|LOOK WHO'S LAUGHING NOW|BENJAMIN INGROSSO
2024-09-07|02:14|ADORE YOU|HUGEL, ARASH, TOPIC, DAECOLM
2024-09-07|02:09|DESAMOR|MARIZA, GSON
2024-09-07|02:06|BLAME|CALVIN HARRIS, JOHN NEWMAN
2024-09-07|02:03|HOUDINI|DUA LIPA
2024-09-07|01:58|FIRESTONE|KYGO, CONRAD
2024-09-07|01:55|OUR WAY|MARK AMBOR
2024-09-07|01:52|A NOSSA DANÇA|CALEMA
2024-09-07|01:49|A BAR SONG (TIPSY)|SHABOOZEY
2024-09-07|01:46|AQUI|LEONOR ARROJA
2024-09-07|01:42|AM I WRONG|NICO & VINZ
2024-09-07|01:40|TATA|SLOW J
2024-09-07|01:36|EASY DISTRACTION|JAMES BAY
2024-09-07|01:32|HEY BROTHER|AVICII
2024-09-07|01:30|ENTRE O PASSADO E O FUTURO|JOÃO SÓ
2024-09-07|01:26|FOR CRYIN' OUT LOUD|FINNEAS
2024-09-07|01:23|CELESTIAL|ED SHEERAN
2024-09-07|01:19|QUERO É VIVER|SARA CORREIA
2024-09-07|01:16|LOSE CONTROL|TEDDY SWIMS
2024-09-07|01:12|SOMEONE LIKE YOU|ADELE
2024-09-07|01:08|À MINHA MANEIRA '24|VÁRIOS: HOMENAGEM RC AOS XUTOS & PONTAPÉS
2024-09-07|01:04|TITANIUM|DAVID GUETTA, SIA
2024-09-07|01:03|SI NO ESTÁS|IÑIGO QUINTERO
2024-09-07|01:01|SI NO ESTÁS|IÑIGO QUINTERO
2024-09-07|00:57|ONDE VAIS|BÁRBARA BANDEIRA, CARMINHO
