DAY|TIME PLAYED|SONG TITLE|SONG ARTIST
2024-09-06|23:27|GREEDY|TATE MCRAE
2024-09-06|23:19|ILLUSION|DUA LIPA
2024-09-06|23:16|DIAMONDS|RIHANNA
2024-09-06|23:12|AMIGOS COLORIDOS|BANDIDOS DO CANTE
2024-09-06|23:09|HEAVEN|NIALL HORAN
2024-09-06|23:05|HUMAN|RAG'N'BONE MAN
2024-09-06|23:00|SE ME VENS SALVAR|MÓNICA TEOTÓNIO, LATTE
2024-09-06|22:58|BEAUTIFUL THINGS|BENSON BOONE
2024-09-06|22:53|TOO SWEET|HOZIER
2024-09-06|21:56|I NEED YOUR LOVE|CALVIN HARRIS, ELLIE GOULDING
2024-09-06|21:52|LEMBRAS-TE DE MIM|NENA [PT], CAROLINA DE DEUS
2024-09-06|21:50|BELONG TOGETHER|MARK AMBOR
2024-09-06|21:50|BELONG TOGETHER|MARK AMBOR
2024-09-06|21:44|FUNERAL|TEDDY SWIMS
2024-09-06|21:41|ONE MORE NIGHT|MAROON 5
2024-09-06|21:37|NOITE|IVANDRO, VITOR KLEY
2024-09-06|21:33|THE MONSTER|EMINEM, RIHANNA
2024-09-06|21:30|AQUI|LEONOR ARROJA
2024-09-06|21:27|IT'S OK|IMAGINE DRAGONS
2024-09-06|21:23|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-06|21:20|ANTES DELA DIZER QUE SIM|BÁRBARA TINOCO
2024-09-06|21:16|SEE YOU AGAIN|WIZ KHALIFA, CHARLIE PUTH
2024-09-06|21:12|AMIGOS|PABLO ALBORÁN, MARIA BECERRA
2024-09-06|21:08|DESAMOR|MARIZA, GSON
2024-09-06|21:05|CLOSE TO YOU|GRACIE ABRAMS
2024-09-06|21:02|LOOK WHO'S LAUGHING NOW|BENJAMIN INGROSSO
2024-09-06|20:56|KINGS AND QUEENS|THIRTY SECONDS TO MARS
2024-09-06|20:53|É ISSO AÍ [AO VIVO]|SEU JORGE, ANA CAROLINA
2024-09-06|20:50|ROLLING IN THE DEEP|ADELE
2024-09-06|20:46|PLEASE PLEASE PLEASE|SABRINA CARPENTER
2024-09-06|20:37|FONES NOS OUVIDOS|NENA [PT]
2024-09-06|20:33|DON'T YOU WORRY CHILD|SWEDISH HOUSE MAFIA
2024-09-06|20:30|LUCKY|HALSEY
2024-09-06|20:27|ELA NÃO SABE, POIS NÃO?|BÁRBARA TINOCO
2024-09-06|20:23|LOVE TONIGHT|SHOUSE
2024-09-06|20:19|DIE WITH A SMILE|LADY GAGA & BRUNO MARS
2024-09-06|20:16|EYES CLOSED|ED SHEERAN
2024-09-06|20:11|A THOUSAND YEARS|CHRISTINA PERRI
2024-09-06|20:08|COMO TU|BÁRBARA BANDEIRA, IVANDRO
2024-09-06|20:05|SI ANTES TE HUBIERA CONOCIDO|KAROL G
2024-09-06|20:02|A BAR SONG (TIPSY)|SHABOOZEY
2024-09-06|19:57|STAY|THE KID LAROI, JUSTIN BIEBER
2024-09-06|19:53|GET LUCKY|DAFT PUNK, PHARRELL WILLIAMS
2024-09-06|19:49|AGARRA EM MIM|ANA MOURA, PEDRO MAFAMA
2024-09-06|19:46|SI NO ESTÁS|IÑIGO QUINTERO
2024-09-06|19:37|ROOTS|CALUM SCOTT
2024-09-06|19:34|ATÉ AO FIM|MANINHO
2024-09-06|19:30|BABY|JUSTIN BIEBER, LUDACRIS
2024-09-06|19:28|MORENA [ACÚSTICA]|VITOR KLEY
2024-09-06|19:25|WOMAN'S WORLD|KATY PERRY
2024-09-06|19:22|MOVE|ADAM PORT, STRYV, MALACHIII
2024-09-06|19:20|MAIS AMOR|WILSON HONRADO, FILIP V-AGE, ALLAN MASSAY, LATON
2024-09-06|19:15|DANCE THE NIGHT|DUA LIPA
2024-09-06|19:11|SOMEBODY SAVE ME|EMINEM, JELLY ROLL
2024-09-06|19:09|TATA|SLOW J
2024-09-06|19:06|STICK SEASON|NOAH KAHAN
2024-09-06|18:58|AUSTIN|DASHA
2024-09-06|18:55|ALL OF ME|JOHN LEGEND
2024-09-06|18:52|USED TO BE YOUNG|MILEY CYRUS
2024-09-06|18:45|PLANETA|BISPO, BÁRBARA TINOCO
2024-09-06|18:42|WHY WHY WHY|SHAWN MENDES
2024-09-06|18:33|GAROTA|MANINHO, MARISA LIZ
2024-09-06|18:23|DANCE AGAIN|JENNIFER LOPEZ, PITBULL
2024-09-06|18:20|TATTOO|LOREEN
2024-09-06|18:14|CARTA [ACÚSTICO]|TIAGO BETTENCOURT
2024-09-06|18:10|HUMAN|THE KILLERS
2024-09-06|18:07|BEAUTIFUL THINGS|BENSON BOONE
2024-09-06|17:55|CHAKRAS|IVANDRO, JULINHO KSD
2024-09-06|17:51|A SKY FULL OF STARS|COLDPLAY
2024-09-06|17:43|THE STORY|BRANDI CARLILE
2024-09-06|17:40|TOO SWEET|HOZIER
2024-09-06|17:32|CIDADE|BÁRBARA TINOCO, BÁRBARA BANDEIRA
2024-09-06|17:28|ARCADE [REMIX]|DUNCAN LAURENCE, FLETCHER
2024-09-06|17:25|BURGUESINHA (AO VIVO)|SEU JORGE
2024-09-06|17:21|HOUDINI|EMINEM
2024-09-06|17:18|USE SOMEBODY|KINGS OF LEON
2024-09-06|17:13|EVEN|RICHIE CAMPBELL, VAN ZEE
2024-09-06|17:09|GIRL ON FIRE|ALICIA KEYS
2024-09-06|17:06|HOUDINI|DUA LIPA
2024-09-06|16:54|HEAVEN|CIAN DUCROT
2024-09-06|16:44|LAST FRIDAY NIGHT (T.G.I.F.)|KATY PERRY
2024-09-06|16:32|PEITO|HMB
2024-09-06|16:29|HALL OF FAME|THE SCRIPT FT WILL.I.AM
2024-09-06|16:26|WITHOUT YOU|THE KID LAROI
2024-09-06|16:23|ILLUSION|DUA LIPA
2024-09-06|16:17|COMO É LINDA|CAROLINA DESLANDES
2024-09-06|16:14|LOSE CONTROL|TEDDY SWIMS
2024-09-06|16:10|FIX YOU|COLDPLAY
2024-09-06|16:06|NOITE|IVANDRO, VITOR KLEY
2024-09-06|16:03|THE NIGHTS|AVICII
2024-09-06|16:01|BELONG TOGETHER|MARK AMBOR
2024-09-06|15:54|TAL COMO SOU|FERNANDO DANIEL
2024-09-06|15:51|LOOK WHO'S LAUGHING NOW|BENJAMIN INGROSSO
2024-09-06|15:41|HELLO|ADELE
2024-09-06|15:30|CLOCKS|COLDPLAY
2024-09-06|15:27|PELOS CANTOS DO MUNDO|MICKAEL CARREIRA, MATIAS DAMÁSIO
2024-09-06|15:24|COLD HEART [PNAU REMIX]|ELTON JOHN, DUA LIPA
2024-09-06|15:19|MARRY YOU|BRUNO MARS
2024-09-06|15:17|ELA NÃO SABE, POIS NÃO?|BÁRBARA TINOCO
2024-09-06|15:13|FLOWERS|MILEY CYRUS
2024-09-06|15:09|HOME|DAUGHTRY
2024-09-06|15:06|STARGAZING|MYLES SMITH
2024-09-06|15:03|MARIA JOANA|NUNO RIBEIRO, MARIZA, CALEMA
2024-09-06|15:00|SI NO ESTÁS|IÑIGO QUINTERO
2024-09-06|14:53|LOVE AGAIN|RICHIE CAMPBELL
2024-09-06|14:49|WHEN WE WERE YOUNG|ADELE
2024-09-06|14:39|PLEASE PLEASE PLEASE|SABRINA CARPENTER
2024-09-06|14:27|I'M WITH YOU|AVRIL LAVIGNE
2024-09-06|14:25|TATA|SLOW J
2024-09-06|14:21|PAYPHONE|MAROON 5
2024-09-06|14:19|HOW DO I SAY GOODBYE|DEAN LEWIS
2024-09-06|14:15|OUVI DIZER|MELIM
2024-09-06|14:12|BEAUTIFUL THINGS|BENSON BOONE
2024-09-06|14:08|ONE|MARY J. BLIGE, U2
2024-09-06|14:05|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-06|14:02|DEMONS|IMAGINE DRAGONS
2024-09-06|13:59|HEAVEN|NIALL HORAN
2024-09-06|13:52|NÓS OS DOIS|BÁRBARA BANDEIRA
2024-09-06|13:50|MOVE|ADAM PORT, STRYV, MALACHIII
2024-09-06|13:40|NAKED|JAMES ARTHUR
2024-09-06|13:29|SHADOW OF THE DAY|LINKIN PARK
2024-09-06|13:26|CASA|FERNANDO DANIEL
2024-09-06|13:23|SNAP|ROSA LINN
2024-09-06|13:19|PARADISE|COLDPLAY
2024-09-06|13:15|GAROTA|MANINHO, MARISA LIZ
2024-09-06|13:12|FORGET ME|LEWIS CAPALDI
2024-09-06|13:08|UNDERNEATH YOUR CLOTHES|SHAKIRA
2024-09-06|13:04|DIE WITH A SMILE|LADY GAGA & BRUNO MARS
2024-09-06|13:01|LUA|IVANDRO
2024-09-06|12:58|A BAR SONG (TIPSY)|SHABOOZEY
2024-09-06|12:52|AO TEU OUVIDO|BUBA ESPINHO, BÁRBARA TINOCO
2024-09-06|12:41|HEAVEN|CIAN DUCROT
2024-09-06|12:31|OTHERSIDE|RED HOT CHILI PEPPERS
2024-09-06|12:28|EVEN|RICHIE CAMPBELL, VAN ZEE
2024-09-06|12:25|AIRPLANES|B.O.B.
2024-09-06|12:21|AS IT WAS|HARRY STYLES
2024-09-06|12:18|MELHOR DE MIM|MARIZA
2024-09-06|12:14|TOO SWEET|HOZIER
2024-09-06|12:10|STAR|REAMONN
2024-09-06|12:07|WOMAN'S WORLD|KATY PERRY
2024-09-06|12:04|SHALLOW|LADY GAGA, BRADLEY COOPER
2024-09-06|12:00|AMIGOS|PABLO ALBORÁN, MARIA BECERRA
2024-09-06|11:54|PARA SEMPRE [UNPLUGGED]|DENGAZ, SEU JORGE
2024-09-06|11:50|HOUDINI|EMINEM
2024-09-06|11:41|DANCING ON MY OWN|CALUM SCOTT
2024-09-06|11:30|YOU FOUND ME|THE FRAY
2024-09-06|11:27|BENÇÃO|MIZZY MILES, BISPO, VAN ZEE
2024-09-06|11:23|IN THE STARS|BENSON BOONE
2024-09-06|11:18|CLOSER TO THE EDGE|THIRTY SECONDS TO MARS
2024-09-06|11:14|NOITE|IVANDRO, VITOR KLEY
2024-09-06|11:11|EYES CLOSED|ED SHEERAN
2024-09-06|11:07|MAKE YOU FEEL MY LOVE|ADELE
2024-09-06|11:04|WHY WHY WHY|SHAWN MENDES
2024-09-06|11:01|FAZ BEM|BLUAY, JULINHO KSD
2024-09-06|10:58|SI NO ESTÁS|IÑIGO QUINTERO
2024-09-06|10:53|LOVE THE HELL OUT OF YOU|LEWIS CAPALDI
2024-09-06|10:51|BELONG TOGETHER|MARK AMBOR
2024-09-06|10:43|TE AMO|CALEMA
2024-09-06|10:39|TAKE A BOW|RIHANNA
2024-09-06|10:28|AUSTIN|DASHA
2024-09-06|10:24|CAN'T HOLD US|MACKLEMORE & RYAN LEWIS, RAY DALTON
2024-09-06|10:21|GOOD LUCK, BABE!|CHAPPELL ROAN
2024-09-06|10:10|STARLIGHT|MUSE
2024-09-06|10:07|STICK SEASON|NOAH KAHAN
2024-09-06|09:45|SHIVERS|ED SHEERAN
2024-09-06|09:39|OLÁ, SOLIDÃO|OS QUATRO E MEIA
2024-09-06|09:14|FIX YOU|COLDPLAY
2024-09-06|09:11|LOOK WHO'S LAUGHING NOW|BENJAMIN INGROSSO
2024-09-06|08:41|HOW DEEP IS YOUR LOVE|CALVIN HARRIS, DISCIPLES
2024-09-06|08:26|À MINHA MANEIRA '24|VÁRIOS: HOMENAGEM RC AOS XUTOS & PONTAPÉS
2024-09-06|08:17|A NOSSA DANÇA|CALEMA
2024-09-06|08:09|TOO SWEET|HOZIER
2024-09-06|07:55|SHADOW OF THE DAY|LINKIN PARK
2024-09-06|07:49|BLEEDING LOVE|LEONA LEWIS
2024-09-06|07:38|HEAVEN|CIAN DUCROT
2024-09-06|07:25|EVEN|RICHIE CAMPBELL, VAN ZEE
2024-09-06|07:17|JURAMENTO ETERNO DE SAL|ÁLVARO DE LUNA
2024-09-06|07:12|PORTAS DO SOL|NENA [PT]
2024-09-06|07:08|TASTE|SABRINA CARPENTER
2024-09-06|06:55|CONTRA PROBABILIDADES|BISPO, JULINHO KSD
2024-09-06|06:46|LOVE THE WAY YOU LIE (PART II)|RIHANNA, EMINEM
2024-09-06|06:41|OLÁ, SOLIDÃO|OS QUATRO E MEIA
2024-09-06|06:38|ILLUSION|DUA LIPA
2024-09-06|06:34|HOW YOU REMIND ME|NICKELBACK
2024-09-06|06:26|WHAT WAS I MADE FOR?|BILLIE EILISH
2024-09-06|06:24|DESFADO|ANA MOURA
2024-09-06|06:20|HOW WOULD YOU FEEL (PAEAN)|ED SHEERAN
2024-09-06|06:16|FLOWERS|MILEY CYRUS
2024-09-06|06:10|THE ZEPHYR SONG|RED HOT CHILI PEPPERS
2024-09-06|06:07|NOITE|IVANDRO, VITOR KLEY
2024-09-06|06:04|TITANIUM|DAVID GUETTA, SIA
2024-09-06|06:00|SI NO ESTÁS|IÑIGO QUINTERO
2024-09-06|05:55|STILL FALLING FOR YOU|ELLIE GOULDING
2024-09-06|05:52|GRENADE|BRUNO MARS
2024-09-06|05:49|SE ME VENS SALVAR|MÓNICA TEOTÓNIO, LATTE
2024-09-06|05:46|BELONG TOGETHER|MARK AMBOR
2024-09-06|05:42|FONES NOS OUVIDOS|NENA [PT]
2024-09-06|05:38|COLD|MAROON 5, FUTURE
2024-09-06|05:35|ELA NÃO SABE, POIS NÃO?|BÁRBARA TINOCO
2024-09-06|05:32|FEELSLIKEIMFALLINGINLOVE|COLDPLAY
2024-09-06|05:28|WAKE ME UP|AVICII, ALOE BLACC
2024-09-06|05:26|NADA MUDA|MATHEUS PARAIZO
2024-09-06|05:22|WISH YOU THE BEST|LEWIS CAPALDI
2024-09-06|05:19|STARGAZING|MYLES SMITH
2024-09-06|05:15|13 MULHERES|EXPENSIVE SOUL
2024-09-06|05:12|MOVE|ADAM PORT, STRYV, MALACHIII
2024-09-06|05:08|LOVE SOMEONE|LUKAS GRAHAM
2024-09-06|05:05|SAUDADE|MIGUEL ARAÚJO, OS QUATRO E MEIA
2024-09-06|05:01|DEATH WISH LOVE|BENSON BOONE
2024-09-06|04:58|HEAVEN|NIALL HORAN
2024-09-06|04:54|I DON'T CARE|ED SHEERAN, JUSTIN BIEBER
2024-09-06|04:51|AMIGOS COLORIDOS|BANDIDOS DO CANTE
2024-09-06|04:47|HOUDINI|EMINEM
2024-09-06|04:43|AGARRA EM MIM|ANA MOURA, PEDRO MAFAMA
2024-09-06|04:40|FOUND YOU FIRST|ALEC BENJAMIN
2024-09-06|04:36|AI SE ELE CAI|XUTOS & PONTAPÉS
2024-09-06|04:33|ELASTIC HEART|SIA, DIPLO, THE WEEKND
2024-09-06|04:29|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-06|04:27|TATA|SLOW J
2024-09-06|04:23|ALL FOR YOU|CIAN DUCROT, ELLA HENDERSON
2024-09-06|04:19|IT WILL RAIN|BRUNO MARS
2024-09-06|04:16|OUTRO PLANETA|VIRGUL
2024-09-06|04:13|FORGET ME|LEWIS CAPALDI
2024-09-06|04:10|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-06|04:07|À DERIVA|CATARINA CASTANHAS
2024-09-06|04:03|SHAPE OF YOU|ED SHEERAN
2024-09-06|04:00|TOO SWEET|HOZIER
2024-09-06|03:56|BLINDING LIGHTS|THE WEEKND
2024-09-06|03:52|DESAMOR|MARIZA, GSON
2024-09-06|03:49|A BAR SONG (TIPSY)|SHABOOZEY
2024-09-06|03:46|HÁ SEMPRE UMA MÚSICA|DIOGO PIÇARRA
2024-09-06|03:42|SOMETHING JUST LIKE THIS|THE CHAINSMOKERS, COLDPLAY
2024-09-06|03:39|GAROTA|MANINHO, MARISA LIZ
2024-09-06|03:35|FUNERAL|TEDDY SWIMS
2024-09-06|03:31|REWRITE THE STARS|JAMES ARTHUR, ANNE-MARIE
2024-09-06|03:29|AQUI|LEONOR ARROJA
2024-09-06|03:25|GLIMPSE OF US|JOJI
2024-09-06|03:21|DIE WITH A SMILE|LADY GAGA & BRUNO MARS
2024-09-06|03:18|AMIGA DA MINHA MULHER|SEU JORGE
2024-09-06|03:15|LOOK WHO'S LAUGHING NOW|BENJAMIN INGROSSO
2024-09-06|03:11|PERFECT STRANGERS|JONAS BLUE, JP COOPER
2024-09-06|03:08|COMO TU|BÁRBARA BANDEIRA, IVANDRO
2024-09-06|03:05|LUCKY|HALSEY
2024-09-06|03:01|EYES CLOSED|ED SHEERAN
2024-09-06|02:58|CAKE BY THE OCEAN|DNCE
2024-09-06|02:54|LET HER GO|PASSENGER [UK]
2024-09-06|02:49|DEVIA IR (VERSÃO DA BÁRBARA)|BÁRBARA TINOCO
2024-09-06|02:46|PLEASE PLEASE PLEASE|SABRINA CARPENTER
2024-09-06|02:42|LEMBRAS-TE DE MIM|NENA [PT], CAROLINA DE DEUS
2024-09-06|02:39|CLOSE TO YOU|GRACIE ABRAMS
2024-09-06|02:35|VOLTAS|FERNANDO DANIEL
2024-09-06|02:32|MOVES LIKE JAGGER|MAROON 5, CHRISTINA AGUILERA
2024-09-06|02:29|WHY WHY WHY|SHAWN MENDES
2024-09-06|02:26|EVEN|RICHIE CAMPBELL, VAN ZEE
2024-09-06|02:22|BAM BAM|CAMILA CABELLO, ED SHEERAN
2024-09-06|02:19|BILLIONAIRE|TRAVIE MCCOY, BRUNO MARS
2024-09-06|02:17|MAIS AMOR|WILSON HONRADO, FILIP V-AGE, ALLAN MASSAY, LATON
2024-09-06|02:14|STICK SEASON|NOAH KAHAN
2024-09-06|02:11|SI ANTES TE HUBIERA CONOCIDO|KAROL G
2024-09-06|02:07|ATÉ AO FIM|MANINHO
2024-09-06|02:04|LOVE YOURSELF|JUSTIN BIEBER
2024-09-06|02:01|BELONG TOGETHER|MARK AMBOR
2024-09-06|01:57|DON'T WORRY|MADCON, RAY DALTON
2024-09-06|01:54|CHEAP THRILLS|SIA
2024-09-06|01:51|CIDADE|BÁRBARA TINOCO, BÁRBARA BANDEIRA
2024-09-06|01:48|BEAUTIFUL THINGS|BENSON BOONE
2024-09-06|01:45|CONTRA PROBABILIDADES|BISPO, JULINHO KSD
2024-09-06|01:41|SUPERHEROES|THE SCRIPT
2024-09-06|01:37|NOITE|IVANDRO, VITOR KLEY
2024-09-06|01:34|ROOTS|CALUM SCOTT
2024-09-06|01:31|BELIEVER|IMAGINE DRAGONS
2024-09-06|01:27|FONES NOS OUVIDOS|NENA [PT]
2024-09-06|01:24|GHOST|JUSTIN BIEBER
2024-09-06|01:21|LOVE THE HELL OUT OF YOU|LEWIS CAPALDI
2024-09-06|01:17|DIALECTOS DA TERNURA|DA WEASEL
2024-09-06|01:14|MOVE|ADAM PORT, STRYV, MALACHIII
2024-09-06|01:10|MILLION REASONS|LADY GAGA
2024-09-06|01:07|COMO É LINDA|CAROLINA DESLANDES
2024-09-06|01:04|SOMEBODY SAVE ME|EMINEM, JELLY ROLL
2024-09-06|01:01|TATTOO|LOREEN
2024-09-06|00:58|COVER ME IN SUNSHINE|PINK, WILLOW SAGE HART
2024-09-06|00:58|ELA NÃO SABE, POIS NÃO?|BÁRBARA TINOCO
2024-09-06|00:56|ELA NÃO SABE, POIS NÃO?|BÁRBARA TINOCO
2024-09-06|00:53|COMO É LINDA (AO VIVO NA COMERCIAL)|CAROLINA DESLANDES
2024-09-06|00:48|DEATH WISH LOVE|BENSON BOONE
2024-09-06|00:44|DO YOU NO WRONG|RICHIE CAMPBELL
2024-09-06|00:37|ILLUSION|DUA LIPA
2024-09-06|00:34|ON TOP OF THE WORLD|IMAGINE DRAGONS
2024-09-06|00:30|À MINHA MANEIRA '24|VÁRIOS: HOMENAGEM RC AOS XUTOS & PONTAPÉS
2024-09-06|00:22|LOSE CONTROL|TEDDY SWIMS
2024-09-06|00:19|MY UNIVERSE|COLDPLAY, BTS
2024-09-06|00:15|MARIA JOANA|NUNO RIBEIRO, MARIZA, CALEMA
2024-09-06|00:12|SI NO ESTÁS|IÑIGO QUINTERO
2024-09-05|23:57|STARGAZING|MYLES SMITH
2024-09-05|23:29|TATA|SLOW J
2024-09-05|23:25|BAD LIAR|IMAGINE DRAGONS
2024-09-05|23:20|HEAVEN|CIAN DUCROT
2024-09-05|23:16|BENÇÃO|MIZZY MILES, BISPO, VAN ZEE
2024-09-05|23:14|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-05|23:06|HOUDINI|DUA LIPA
2024-09-05|23:03|SE AO MENOS|INÊS APENAS, IRMA
2024-09-05|22:54|LOOK WHO'S LAUGHING NOW|BENJAMIN INGROSSO
2024-09-05|22:48|FUNERAL|TEDDY SWIMS
2024-09-05|22:44|WRECKED|IMAGINE DRAGONS
2024-09-05|22:36|GAROTA|MANINHO, MARISA LIZ
2024-09-05|22:33|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-05|22:29|NOITE|IVANDRO, VITOR KLEY
2024-09-05|22:22|CHANDELIER|SIA
2024-09-05|22:14|LUA|IVANDRO
2024-09-05|22:11|FLOWERS|MILEY CYRUS
2024-09-05|22:08|SAFE INSIDE|JAMES ARTHUR
2024-09-05|22:05|FAZ BEM|BLUAY, JULINHO KSD
2024-09-05|22:02|BEAUTIFUL THINGS|BENSON BOONE
2024-09-05|21:55|HEY YA|OUTKAST
2024-09-05|21:52|STAY|RIHANNA, MIKKY EKKO
2024-09-05|21:50|INESQUECÍVEL|GIULIA BE, LUAN SANTANA
2024-09-05|21:48|INESQUECÍVEL|GIULIA BE, LUAN SANTANA
2024-09-05|21:46|BELONG TOGETHER|MARK AMBOR
2024-09-05|21:40|SOMEONE YOU LOVED|LEWIS CAPALDI
2024-09-05|21:36|LUCKY|HALSEY
2024-09-05|21:33|LUA|IVANDRO
2024-09-05|21:30|THERE'S NOTHING HOLDIN' ME BACK|SHAWN MENDES
2024-09-05|21:27|ELA NÃO SABE, POIS NÃO?|BÁRBARA TINOCO
2024-09-05|21:23|DIE WITH A SMILE|LADY GAGA & BRUNO MARS
2024-09-05|21:19|HEAVEN|NIALL HORAN
2024-09-05|21:17|MAIS AMOR|WILSON HONRADO, FILIP V-AGE, ALLAN MASSAY, LATON
2024-09-05|21:13|CREEPIN'|METRO BOOMIN, THE WEEKND, 21 SAVAGE
2024-09-05|21:10|ROOTS|CALUM SCOTT
2024-09-05|21:06|TE AMO|CALEMA
2024-09-05|21:03|PILLOWTALK|ZAYN
2024-09-05|21:00|PLEASE PLEASE PLEASE|SABRINA CARPENTER
2024-09-05|20:55|FOR THE FIRST TIME|THE SCRIPT
2024-09-05|20:52|PORTAS DO SOL|NENA [PT]
2024-09-05|20:48|STORY OF MY LIFE|ONE DIRECTION
2024-09-05|20:45|MOVE|ADAM PORT, STRYV, MALACHIII
2024-09-05|20:36|CONTRA PROBABILIDADES|BISPO, JULINHO KSD
2024-09-05|20:32|EARNED IT|THE WEEKND
2024-09-05|20:29|SOMEBODY SAVE ME|EMINEM, JELLY ROLL
2024-09-05|20:26|TATA|SLOW J
2024-09-05|20:24|A YEAR AGO|JAMES ARTHUR
2024-09-05|20:20|WOMAN'S WORLD|KATY PERRY
2024-09-05|20:17|FORGET ME|LEWIS CAPALDI
2024-09-05|20:14|ALWAYS|GAVIN JAMES
2024-09-05|20:09|NA ESCOLA|OS QUATRO E MEIA
2024-09-05|20:06|FEELSLIKEIMFALLINGINLOVE|COLDPLAY
2024-09-05|20:03|SI NO ESTÁS|IÑIGO QUINTERO
2024-09-05|19:56|OPEN UP|MATT SIMONS
2024-09-05|19:53|A NOSSA DANÇA|CALEMA
2024-09-05|19:50|A BAR SONG (TIPSY)|SHABOOZEY
2024-09-05|19:42|WALK ON WATER|THIRTY SECONDS TO MARS
2024-09-05|19:40|SI ANTES TE HUBIERA CONOCIDO|KAROL G
2024-09-05|19:36|FALA-ME A VERDADE|BIA CABOZ, PIRUKA
2024-09-05|19:33|IN YOUR EYES|THE WEEKND
2024-09-05|19:29|O TEMPO NÃO PARA (VERSÃO CORDAS)|MARIZA
2024-09-05|19:26|WHY WHY WHY|SHAWN MENDES
2024-09-05|19:22|AUSTIN|DASHA
2024-09-05|19:18|FONES NOS OUVIDOS|NENA [PT]
2024-09-05|19:16|GREEDY|TATE MCRAE
2024-09-05|19:13|DEATH WISH LOVE|BENSON BOONE
2024-09-05|19:09|GAROTA|MANINHO, MARISA LIZ
2024-09-05|19:05|AMIGOS|PABLO ALBORÁN, MARIA BECERRA
2024-09-05|18:57|CRUEL SUMMER|TAYLOR SWIFT
2024-09-05|18:51|ALWAYS REMEMBER US THIS WAY|LADY GAGA
2024-09-05|18:44|SET FIRE TO THE RAIN|ADELE
2024-09-05|18:36|LOVE THE HELL OUT OF YOU|LEWIS CAPALDI
2024-09-05|18:29|FELICES LOS 4|MALUMA
2024-09-05|18:20|HOUDINI|EMINEM
2024-09-05|18:17|AMOR DE FERRO|PEDRO ABRUNHOSA, DIOGO PIÇARRA
2024-09-05|18:11|SAY IT RIGHT|NELLY FURTADO
2024-09-05|18:08|TOO SWEET|HOZIER
2024-09-05|17:57|A NOSSA VEZ|CALEMA
2024-09-05|17:54|WE FOUND LOVE|RIHANNA, CALVIN HARRIS
2024-09-05|17:47|ILLUSION|DUA LIPA
2024-09-05|17:43|CASA|D.A.M.A., BUBA ESPINHO
2024-09-05|17:40|BEAUTIFUL THINGS|BENSON BOONE
2024-09-05|17:31|UPRISING|MUSE
2024-09-05|17:28|DESPEDIDA DE SOLTEIRA|BÁRBARA TINOCO
2024-09-05|17:24|HEAVEN|CIAN DUCROT
2024-09-05|17:21|IT'S OK|IMAGINE DRAGONS
2024-09-05|17:14|NOITE|IVANDRO, VITOR KLEY
2024-09-05|17:10|WHAT ABOUT US|PINK
2024-09-05|17:07|STICK SEASON|NOAH KAHAN
2024-09-05|16:55|SEÑORITA|SHAWN MENDES, CAMILA CABELLO
2024-09-05|16:52|LOOK WHO'S LAUGHING NOW|BENJAMIN INGROSSO
2024-09-05|16:43|IN MY PLACE|COLDPLAY
2024-09-05|16:29|WATER|RICHIE CAMPBELL, SLOW J
2024-09-05|16:26|BLANK SPACE (TAYLOR'S VERSION)|TAYLOR SWIFT
2024-09-05|16:23|STARGAZING|MYLES SMITH
2024-09-05|16:20|DANCE THE NIGHT|DUA LIPA
2024-09-05|16:14|ONDE VAIS|BÁRBARA BANDEIRA, CARMINHO
2024-09-05|16:11|TATTOO|LOREEN
2024-09-05|16:08|WHAT I'VE DONE|LINKIN PARK
2024-09-05|16:05|ELA NÃO SABE, POIS NÃO?|BÁRBARA TINOCO
2024-09-05|16:02|NATURAL|IMAGINE DRAGONS
2024-09-05|16:00|BELONG TOGETHER|MARK AMBOR
2024-09-05|15:52|OLÁ, SOLIDÃO|OS QUATRO E MEIA
2024-09-05|15:49|WE CAN DO BETTER|MATT SIMONS
2024-09-05|15:40|PLEASE PLEASE PLEASE|SABRINA CARPENTER
2024-09-05|15:29|BOULEVARD OF BROKEN DREAMS|GREEN DAY
2024-09-05|15:27|TATA|SLOW J
2024-09-05|15:23|I SEE FIRE|ED SHEERAN
2024-09-05|15:19|LOVE TONIGHT|SHOUSE
2024-09-05|15:15|O AMOR É ASSIM|HMB, CARMINHO
2024-09-05|15:12|SI NO ESTÁS|IÑIGO QUINTERO
2024-09-05|15:11|SI NO ESTÁS|IÑIGO QUINTERO
2024-09-05|15:07|COMPLICATED|AVRIL LAVIGNE
2024-09-05|15:04|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-05|15:01|THUNDER|IMAGINE DRAGONS
2024-09-05|14:58|LOSE CONTROL|TEDDY SWIMS
2024-09-05|14:51|O SOL|VITOR KLEY
2024-09-05|14:48|MOVE|ADAM PORT, STRYV, MALACHIII
2024-09-05|14:38|A MILLION DREAMS|PINK
2024-09-05|14:27|WHATAYA WANT FROM ME|ADAM LAMBERT
2024-09-05|14:23|SAUDADE|MIGUEL ARAÚJO, OS QUATRO E MEIA
