DAY|TIME PLAYED|SONG TITLE|SONG ARTIST
2024-09-08|21:15|FIRE - OFFICIAL UEFA EURO 2024 SONG|MEDUZA, ONEREPUBLIC, LEONY
2024-09-08|21:18|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-08|21:21|CLOSER|THE CHAINSMOKERS [+] HALSEY
2024-09-08|21:24|BENÇÃO|MIZZY MILES, VAN ZEE, BISPO
2024-09-08|21:28|CLOCKS|COLDPLAY
2024-09-08|21:36|WOMANS WORLD|KATY PERRY
2024-09-08|21:39|COMPLICATED|AVRIL LAVIGNE
2024-09-08|21:43|CUIDO DE VOCÊ|DAVID CARREIRA FEAT. KELL SMITH
2024-09-08|21:46|TRAINING SEASON|DUA LIPA
2024-09-08|21:49|MÃE|D.A.M.A
2024-09-08|21:59|HOW WOULD YOU FEEL|ED SHEERAN
2024-09-08|22:03|AGAINST ALL ODDS (TAKE A LOOK AT ME NOW)|PHIL COLLINS
2024-09-08|22:07|BUBBLY|COLBIE CAILLAT
2024-09-08|22:10|SCARED TO START|MICHAEL MARCAGI
2024-09-08|22:13|FORGET ME|LEWIS CAPALDI
2024-09-08|22:16|YOU`RE BEAUTIFUL|JAMES BLUNT
2024-09-08|22:20|NÃO DEVIA|NUNO RIBEIRO, LOONY JOHNSON
2024-09-08|22:23|GLIMPSE OF US|JOJI
2024-09-08|22:26|ROYALS|LORDE
2024-09-08|22:29|PORTAS DO SOL|NENA
2024-09-08|22:35|CANT CATCH ME NOW|OLIVIA RODRIGO
2024-09-08|22:38|DOIS CORAÇÕES PARTIDOS|JOANA ALMEIRANTE, SAMUEL URIA
2024-09-08|22:42|HALLELUJAH|ALEXANDRA BURKE
2024-09-08|22:45|MAIS OU MENOS ISTO|RITA ROCHA
2024-09-08|22:49|I HATE YOU I LOVE YOU|GNASH & OLIVIA OBRIEN
2024-09-08|22:57|TRUST ME MATE|DEAN LEWIS
2024-09-08|23:00|RIO DÁGUA|SYRO FT. GISELA JOÃO
2024-09-08|23:04|CREEPIN|METRO BOOMIN, THE WEEKND & 21 SAVAGE
2024-09-08|23:07|TALVEZ|CAROLINA DE DEUS
2024-09-08|23:10|STAR|REAMONN
2024-09-08|23:15|BEFORE YOU|BENSON BOONE
2024-09-08|23:18|YOUR SONG|ELLIE GOULDING
2024-09-08|23:21|IF YOU LEAVE ME NOW|CHICAGO
2024-09-08|23:25|FICA TUDO BEM|SILVA FT. ANITTA
2024-09-08|23:28|I DON`T BELIEVE YOU|PINK
2024-09-08|23:34|FORTNIGHT|TAYLOR SWIFT, POST MALONE
2024-09-08|23:38|I DONT WANT TO TALK ABOUT IT|ROD STEWART
2024-09-08|23:43|BEAUTIFUL|CHRISTINA AGUILERA
2024-09-08|23:47|AMOR DE FERRO|DIOGO PIÇARRA, PEDRO ABRUNHOSA
2024-09-08|23:50|MERCY|SHAWN MENDES
2024-09-08|23:58|MY LOVE MINE ALL MINE|MITSKI
2024-09-08|00:01|NÃO DEVIA|NUNO RIBEIRO, LOONY JOHNSON
2024-09-08|00:04|FLOWERS|MILEY CYRUS
2024-09-08|00:07|STICK SEASON|NOAH KAHAN
2024-09-08|00:10|COMO É LINDA|CAROLINA DESLANDES
2024-09-08|00:13|MOVE|ADAM PORT, STYV, KEINEMUSIK, ORSO, MALACHII
2024-09-08|00:16|THUNDER|IMAGINE DRAGONS
2024-09-08|00:19|NOITE|IVANDRO, VITOR KLEY
2024-09-08|00:23|I ADORE YOU|HUGEL X TOPIC X ARASH FEAT. DAECOLM
2024-09-08|00:26|CARRO|BÁRBARA BANDEIRA, DILLAZ
2024-09-08|00:32|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-08|00:35|LOCKED OUT OF HEAVEN|BRUNO MARS
2024-09-08|00:39|IDIOTA|JÃO
2024-09-08|00:42|I DONT WANNA WAIT|DAVID GUETTA, ONEREPUBLIC
2024-09-08|00:44|HOUDINI|EMINEM
2024-09-08|00:52|AUSTIN|DASHA
2024-09-08|00:54|MERCY|SHAWN MENDES
2024-09-08|00:58|GAROTA|MANINHO, MARISA LIZ
2024-09-08|01:01|DILEMA|NELLY [+] KELLY ROLAND
2024-09-08|01:06|PLEASE, PLEASE, PLEASE|SABRINA CARPENTER
2024-09-08|01:09|THE DOOR|TEDDY SWIMS
2024-09-08|01:13|REVERIE|J.MYSTERY
2024-09-08|01:16|YEAH!|USHER, LIL JON & LUDRACRIS
2024-09-08|01:20|FRIDAY|RITON X NIGHTCRAWLERS FT. MUFASA E HYPEMAN
2024-09-08|01:23|MÃE|D.A.M.A
2024-09-08|01:28|A BAR SONG|SHABOOZEY
2024-09-08|01:30|FONES NOS OUVIDOS|NENA
2024-09-08|01:34|KISS ME MORE|DOJA CAT, SZA
2024-09-08|01:38|MWAKI|ZERB, SOFIYA NZAU
2024-09-08|01:41|CUIDO DE VOCÊ|DAVID CARREIRA FEAT. KELL SMITH
2024-09-08|01:44|LUNCH|BILLIE EILISH
2024-09-08|01:50|TEXAS HOLD EM|BEYONCE
2024-09-08|01:54|FIRE - OFFICIAL UEFA EURO 2024 SONG|MEDUZA, ONEREPUBLIC, LEONY
2024-09-08|01:57|COMPLICATED|AVRIL LAVIGNE
2024-09-08|02:01|EYES CLOSED|ED SHEERAN
2024-09-08|02:04|ASSOBIA PARA O LADO|CARLÃO
2024-09-08|02:07|WOMANS WORLD|KATY PERRY
2024-09-08|02:10|LET ME LOVE YOU|DJ SNAKE, JUSTIN BIEBER
2024-09-08|02:13|ANJOS|DIOGO PIÇARRA FT. CAROLINA DESLANDES
2024-09-08|02:16|POKER FACE|LADY GAGA
2024-09-08|02:20|EVEN|RICHIE CAMPBELL FEAT. VAN ZEE & FRANKIEONTHEGUITAR
2024-09-08|02:25|I HAD SOME HELP|POST MALONE, MORGEN WALLEN
2024-09-08|02:28|CONTRA PROBABILIDADES|BISPO FT. JULINHO KSD
2024-09-08|02:31|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-08|02:34|IF I WERE A BOY|BEYONCÉ
2024-09-08|02:38|ANOTHER LOVE (TIESTO REMIX)|TOM ODELL
2024-09-08|02:41|AMIGOS COLORIDOS|BANDIDOS DO CANTE
2024-09-08|02:45|CLOSE TO YOU|GRACIE ABRAMS
2024-09-08|02:50|STUMBLIN IN|CYRIL
2024-09-08|02:54|DIE WITH A SMILE|BRUNO MARS, LADY GAGA
2024-09-08|02:58|UMBRELLA|RIHANNA
2024-09-08|03:01|HEAVEN|NIALL HORAN
2024-09-08|03:04|MOMENTO|PEDRO ABRUNHOSA
2024-09-08|03:09|GOOD LUCK, BABE|CHAPELLE ROAN
2024-09-08|03:13|ROLLING IN THE DEEP|ADELE
2024-09-08|03:16|CRISTALIZA|BÁRBARA BANDEIRA
2024-09-08|03:19|JUST CANT GET ENOUGH|BLACK EYED PEAS
2024-09-08|03:23|ELA NÃO SABE POIS NÃO|BÁRBARA TINOCO
2024-09-08|03:27|MOVE|ADAM PORT, STYV, KEINEMUSIK, ORSO, MALACHII
2024-09-08|03:30|NADA MUDA|MATHEUS PARAISO
2024-09-08|03:32|ESPRESSO|SABRINA CARPENTER
2024-09-08|03:35|I ADORE YOU|HUGEL X TOPIC X ARASH FEAT. DAECOLM
2024-09-08|03:39|HEY BROTHER|AVICII
2024-09-08|03:43|CANÇÃO DO ELEVADOR|AFONSO DUBRAZ
2024-09-08|03:46|HOW TO SAVE A LIFE|THE FRAY
2024-09-08|03:52|BIRDS OF A FEATHER|BILLIE EILISH
2024-09-08|03:55|POPULAR|THE WEEKND, PLAYBOI CARTI
2024-09-08|03:59|LEMBRAS-TE DE MIM|NENA, CAROLINA DE DEUS
2024-09-08|04:02|EMPIRE STATE OF MIND|ALICIA KEYS
2024-09-08|04:06|STARGAZING|MYLES SMITH
2024-09-08|04:08|I DONT WANNA WAIT|DAVID GUETTA, ONEREPUBLIC
2024-09-08|04:11|HÁ SEMPRE UMA MUSICA|DIOGO PIÇARRA
2024-09-08|04:14|BAD ROMANCE|LADY GAGA
2024-09-08|04:18|HIGHER POWER|COLDPLAY
2024-09-08|04:22|O TEMPO VAI ESPERAR|OS QUATRO E MEIA
2024-09-08|04:27|AUSTIN|DASHA
2024-09-08|04:29|FUMAÇA|BARBARA BANDEIRA, VEIGH
2024-09-08|04:33|SIDE TO SIDE|ARIANA GRANDE, NICKI MINAJ
2024-09-08|04:36|BEAUTIFUL THINGS|BENSON BOONE
2024-09-08|04:39|AMIGA DA MINHA MULHER|SEU JORGE
2024-09-08|04:43|THE DOOR|TEDDY SWIMS
2024-09-08|04:48|WE CANT BE FRIENDS (WAIT FOR YOUR LOVE)|ARIANA GRANDE
2024-09-08|04:52|LUNCH|BILLIE EILISH
2024-09-08|04:55|SO SICK|NE-YO
2024-09-08|04:58|EARNED IT|THE WEEKND
2024-09-08|05:02|PORTAS DO SOL|NENA
2024-09-08|05:06|HOUDINI|EMINEM
2024-09-08|05:09|ALL OF ME|JOHN LEGEND
2024-09-08|05:14|QUEM ME DERA|MARIZA
2024-09-08|05:18|HEY SOUL SISTER|TRAIN
2024-09-08|05:21|ALÔ|DILLAZ FEAT. PLUTONIO
2024-09-08|05:26|A BAR SONG|SHABOOZEY
2024-09-08|05:29|MELHOR PARA MIM|ZÉ VARGAS, TIAGO LEITE
2024-09-08|05:32|PLEASE, PLEASE, PLEASE|SABRINA CARPENTER
2024-09-08|05:35|FIRE - OFFICIAL UEFA EURO 2024 SONG|MEDUZA, ONEREPUBLIC, LEONY
2024-09-08|05:38|BLANK SPACE|TAYLOR SWIFT
2024-09-08|05:41|EU E TU|MIKE 11 FT. D.A.M.A.
2024-09-08|05:46|MEMORIES (VERSION 2021)|DAVID GUETTA
2024-09-08|05:51|I HAD SOME HELP|POST MALONE, MORGEN WALLEN
2024-09-08|05:54|IDGAF (CLEAN VERSION)|DUA LIPA
2024-09-08|05:57|BENÇÃO|MIZZY MILES, VAN ZEE, BISPO
2024-09-08|06:01|CRAZY|GNARLS BARKLEY
2024-09-08|06:04|MILLION DOLLAR BABY|TOMMY RICHMAN
2024-09-08|06:06|CLOSE TO YOU|GRACIE ABRAMS
2024-09-08|06:10|OUTRO PLANETA|VIRGUL
2024-09-08|06:13|DISTURBIA|RIHANNA
2024-09-08|06:16|COVER ME IN SUNSHINE|PINK & WILLOW SAGE HEART
2024-09-08|06:19|COMO ANTES|MATIAS DAMÁSIO
2024-09-08|06:25|MOVE|ADAM PORT, STYV, KEINEMUSIK, ORSO, MALACHII
2024-09-08|06:28|RITINHA|ATOA, GRUPO ACADÉMICO SEISTETOS
2024-09-08|06:30|DUSK TILL DAWN|ZAYN FT. SIA
2024-09-08|06:34|I LIKE THE WAY YOU KISS ME|ARTEMAS
2024-09-08|06:36|BUSY (FOR ME)|AUREA
2024-09-08|06:40|DIE WITH A SMILE|BRUNO MARS, LADY GAGA
2024-09-08|06:44|TOXIC|BRITNEY SPEARS
2024-09-08|06:52|BELONG TOGETHER|MARK AMBOR
2024-09-08|06:54|COLD|MAROON 5 FEAT. FUTURE
2024-09-08|06:58|COMO É LINDA|CAROLINA DESLANDES
